agreement_type,agreement,signed,entered_into_force,eoi,PARTNER_COUNTRY_CODE,PARENT_COUNTRY_CODE
DTC,DTC CL KR,2002-04-18,2003-07-25,Uncertain,KOR,CHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,CHL
DTC,DTC CL ES,2003-07-07,2003-12-23,Uncertain,ESP,CHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,CHL
DTC,DTC CL SE,2004-06-04,2005-12-30,Uncertain,SWE,CHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,CHL
DTC,DTC CH CL,2008-04-02,2010-05-05,Uncertain,CHE,CHL
DTC,DTC CL TH,2006-09-08,2010-05-05,Uncertain,THA,CHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,CHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,CHL
DTC,DTC CL GB,2003-07-12,2004-12-21,Uncertain,GBR,CHL
FATCA,FATCA US CL,,2014-06-30,Automatic,USA,CHL
DTC,DTC CL US,2010-02-04,,Uncertain,USA,CHL
TIEA,TIEA CL UY,2014-09-12,,On Request,URY,CHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,CHL
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,CMR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,CMR
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,CMR
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,CMR
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,CMR
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,CMR
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,CMR
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,CMR
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,CMR
DTC,DTC CA CM,1982-05-26,1988-06-16,Uncertain,CAN,CMR
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,CMR
DTC,DTC CF CM,1965-12-14,1965-12-14,Uncertain,CAF,CMR
DTC,DTC CM TD,1965-12-14,1965-12-14,Uncertain,TCD,CMR
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,CMR
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,CMR
DTC,DTC CD CM,1965-12-14,1965-12-14,Uncertain,COD,CMR
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,CMR
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,CMR
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,CMR
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,CMR
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,CMR
DTC,DTC CM GQ,1965-12-14,1965-12-14,Uncertain,GNQ,CMR
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,CMR
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,CMR
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,CMR
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,CMR
DTC,DTC CM FR,1976-10-21,1978-07-19,Uncertain,FRA,CMR
DTC,DTC CM GA,1965-12-14,1965-12-14,Uncertain,GAB,CMR
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,CMR
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,CMR
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,CMR
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,CMR
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,CMR
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,CMR
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,CMR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,CMR
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,CMR
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,CMR
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,CMR
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,CMR
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,CMR
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,CMR
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,CMR
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,CMR
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,CMR
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,CMR
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,CMR
DTC,DTC CM MA,2012-09-07,,Uncertain,MAR,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,CMR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,CMR
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,CMR
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,CMR
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,CMR
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,CMR
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,CMR
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,CMR
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,CMR
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,CMR
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,CMR
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,CMR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,CMR
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,CMR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,CMR
DTC,DTC CM ZA,2015-02-19,,Uncertain,ZAF,CMR
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,CMR
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,CMR
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,CMR
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,CMR
DTC,DTC CM TN,1999-05-26,2006-05-10,Uncertain,TUN,CMR
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,CMR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,CMR
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,CMR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,CMR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,CHN
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,CHN
DTC,DTC AL CN,2004-09-13,2005-07-28,Uncertain,ALB,CHN
DTC,DTC CN DZ,2006-11-06,2007-07-27,Uncertain,DZA,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,CHN
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,CHN
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,CHN
TIEA,TIEA AR CN,2010-12-13,2011-09-16,On Request,ARG,CHN
DTC,DTC AM CN,1996-05-05,1996-11-28,Uncertain,ARM,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,CHN
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,CHN
DTC,DTC AU CN,1988-11-17,1990-12-28,Uncertain,AUS,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,CHN
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,CHN
DTC,DTC AT CN,1991-04-10,1992-11-01,Uncertain,AUT,CHN
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,CHN
DTC,DTC AZ CN,2005-03-17,2005-08-17,Uncertain,AZE,CHN
TIEA,TIEA BS CN,2009-12-01,2010-08-28,On Request,BHS,CHN
DTC,DTC BH CN,2002-05-16,2002-08-15,Uncertain,BHR,CHN
DTC,DTC BD CN,1996-09-12,1997-04-10,Uncertain,BGD,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,CHN
DTC,DTC BB CN,2000-05-15,2000-10-27,Uncertain,BRB,CHN
DTC,DTC BY CN,1995-01-17,1996-10-03,Uncertain,BLR,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,CHN
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,CHN
DTC,DTC BE CN,2004-10-13,2005-12-14,Uncertain,BEL,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,CHN
TIEA,TIEA BM CN,2010-12-03,2011-11-03,On Request,BMU,CHN
DTC,DTC BA CN,1988-12-02,1989-12-16,Uncertain,BIH,CHN
DTC,DTC BW CN,2012-04-11,,Uncertain,BWA,CHN
DTC,DTC BR CN,1991-08-05,1993-01-06,Uncertain,BRA,CHN
DTC,DTC BN CN,2004-09-21,2006-12-29,Uncertain,BRN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,CHN
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,CHN
DTC,DTC BG CN,1989-11-06,1990-05-25,Uncertain,BGR,CHN
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,CHN
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,CHN
DTC,DTC CA CN,1986-05-12,1986-12-29,Uncertain,CAN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,CHN
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,CHN
TIEA,TIEA CN KY,2011-09-26,2012-11-15,On Request,CYM,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,CHN
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,CHN
DTC,DTC CD CN,1999-01-25,1999-06-22,Uncertain,COD,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,CHN
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HRV,CHN
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,CHN
DTC,DTC CN HR,1995-01-09,2001-05-18,Uncertain,HRV,CHN
DTC,DTC CN CU,2001-04-13,2003-10-17,Uncertain,CUB,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CUW,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYP,CHN
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,CHN
DTC,DTC CN CY,1990-10-25,1991-10-05,Uncertain,CYP,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CZE,CHN
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,CHN
DTC,DTC CN CZ,2009-08-28,2011-05-04,Uncertain,CZE,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DNK,CHN
DTC,DTC CN DK,2012-06-16,2012-12-28,Uncertain,DNK,CHN
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,CHN
DTC,DTC CN EC,2013-01-21,2014-03-06,Uncertain,ECU,CHN
DTC,DTC CN EG,1997-08-13,1999-03-24,Uncertain,EGY,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,EST,CHN
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,CHN
DTC,DTC CN EE,1998-05-12,1999-01-08,Uncertain,EST,CHN
DTC,DTC CN ET,2009-05-14,2012-12-25,Uncertain,ETH,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRO,CHN
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FIN,CHN
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,CHN
DTC,DTC CN FI,2010-05-25,2010-11-25,Uncertain,FIN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRA,CHN
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,CHN
DTC,DTC CN FR,1984-05-30,1985-02-21,Uncertain,FRA,CHN
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,CHN
DTC,DTC CN GE,2005-06-22,2005-11-10,Uncertain,GEO,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,CHN
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,CHN
DTC,DTC CN DE,2014-03-28,,Uncertain,DEU,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,CHN
DTC,DTC CN GR,2002-06-03,2005-11-11,Uncertain,GRC,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,CHN
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,CHN
TIEA,TIEA CN GG,2010-10-27,2011-08-17,On Request,GGY,CHN
DTC,DTC CN HK,2003-12-10,2006-12-08,Uncertain,HKG,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,CHN
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,CHN
DTC,DTC CN HU,1992-06-17,1994-12-31,Uncertain,HUN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,CHN
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,CHN
DTC,DTC CN IS,1996-06-03,1997-02-05,Uncertain,ISL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,CHN
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,CHN
DTC,DTC CN IN,1994-07-18,1994-11-21,Uncertain,IND,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,CHN
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,CHN
DTC,DTC CN ID,2001-11-07,2003-08-25,Uncertain,IDN,CHN
DTC,DTC CN IR,2002-04-20,2003-08-14,Uncertain,IRN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,CHN
DTC,DTC CN IE,2000-04-19,2001-04-06,Uncertain,IRL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,CHN
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,CHN
TIEA,TIEA CN IM,2010-10-26,2011-08-14,On Request,IMN,CHN
DTC,DTC CN IL,2009-12-18,2009-12-24,Uncertain,ISR,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,CHN
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,CHN
DTC,DTC CN IT,1986-10-31,1990-12-13,Uncertain,ITA,CHN
DTC,DTC CN JM,1996-07-04,1997-03-16,Uncertain,JAM,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,CHN
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,CHN
DTC,DTC CN JP,1983-09-06,1984-06-26,Uncertain,JPN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,CHN
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,CHN
TIEA,TIEA CN JE,2010-10-29,2011-11-10,On Request,JEY,CHN
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,CHN
DTC,DTC CN KZ,2001-09-12,2003-07-27,Uncertain,KAZ,CHN
DTC,DTC CN KW,1989-12-25,1990-07-20,Uncertain,KWT,CHN
DTC,DTC CN KG,2002-06-24,2003-03-29,Uncertain,KGZ,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LVA,CHN
Multilateral,MCON-Amend ,2014-11-01,2014-11-01,On Request,LVA,CHN
DTC,DTC CN LV,1996-06-07,1997-01-27,Uncertain,LVA,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LIE,CHN
TIEA,TIEA CN LI,2014-01-27,2014-08-03,On Request,LIE,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LTU,CHN
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,CHN
DTC,DTC CN LT,1996-06-03,1996-10-18,Uncertain,LTU,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,CHN
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,CHN
DTC,DTC CN LU,1994-03-12,1995-07-28,Uncertain,LUX,CHN
DTC,DTC CN MO,2009-07-15,2010-09-15,Uncertain,MAC,CHN
DTC,DTC CN MK,1997-06-09,1997-11-29,Uncertain,MKD,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,CHN
DTC,DTC CN MY,1985-11-23,1986-09-14,Uncertain,MYS,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,CHN
DTC,DTC CN MT,2010-10-23,2011-08-25,Uncertain,MLT,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MHL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,CHN
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,CHN
DTC,DTC CN MU,1994-08-01,1995-05-04,Uncertain,MUS,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,CHN
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,CHN
DTC,DTC CN MX,2005-09-12,2006-03-01,Uncertain,MEX,CHN
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,CHN
DTC,DTC CN MD,2000-06-07,2001-05-26,Uncertain,MDA,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MCO,CHN
DTC,DTC CN MN,1991-08-26,1992-06-23,Uncertain,MNG,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,CHN
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,CHN
DTC,DTC CN MA,2002-08-27,2006-08-16,Uncertain,MAR,CHN
DTC,DTC CN NP,2001-05-14,2010-12-31,Uncertain,NPL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,CHN
DTC,DTC CN NL,1987-05-13,1988-03-05,Uncertain,NLD,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,CHN
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,CHN
DTC,DTC CN NZ,1996-12-11,1997-12-15,Uncertain,NZL,CHN
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,CHN
DTC,DTC CN NG,2002-04-15,2009-03-21,Uncertain,NGA,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,CHN
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,CHN
DTC,DTC CN NO,1986-02-25,1986-12-21,Uncertain,NOR,CHN
DTC,DTC CN OM,2002-03-25,2002-07-20,Uncertain,OMN,CHN
DTC,DTC CN PK,1989-11-15,1989-12-27,Uncertain,PAK,CHN
DTC,DTC CN PG,1994-07-14,1995-08-16,Uncertain,PNG,CHN
DTC,DTC CN PH,1999-11-18,2001-03-23,Uncertain,PHL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,CHN
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,CHN
DTC,DTC CN PL,1988-06-07,1990-01-01,Uncertain,POL,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,CHN
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,CHN
DTC,DTC CN PT,1998-04-21,2000-06-07,Uncertain,PRT,CHN
DTC,DTC CN QA,2001-04-02,2008-10-21,Uncertain,QAT,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,CHN
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,CHN
DTC,DTC CN RO,1991-01-16,1992-03-05,Uncertain,ROU,CHN
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,CHN
DTC,DTC CN RU,1994-05-27,1998-01-01,Uncertain,RUS,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,WSM,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,CHN
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,CHN
TIEA,TIEA CN SM,2012-07-09,2013-04-30,On Request,SMR,CHN
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,CHN
DTC,DTC CN SA,2006-01-23,2006-09-01,Uncertain,SAU,CHN
DTC,DTC CN SN,2000-01-20,2004-09-10,Uncertain,SEN,CHN
DTC,DTC CN RS,1997-03-21,1998-01-01,Uncertain,SRB,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SYC,CHN
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,CHN
DTC,DTC CN SC,1999-08-26,2000-01-17,Uncertain,SYC,CHN
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,CHN
DTC,DTC CN SG,2007-07-11,2007-09-18,Uncertain,SGP,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,CHN
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,CHN
DTC,DTC CN SK,1987-06-11,1987-12-23,Uncertain,SVK,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,CHN
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,CHN
DTC,DTC CN SI,1995-02-13,1995-12-27,Uncertain,SVN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,CHN
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,CHN
DTC,DTC CN ZA,1994-02-14,1996-09-12,Uncertain,ZAF,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,CHN
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,CHN
DTC,DTC CN KR,1994-03-28,1994-09-27,Uncertain,KOR,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,CHN
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,CHN
DTC,DTC CN ES,1990-11-22,1992-05-20,Uncertain,ESP,CHN
DTC,DTC CN LK,2003-08-11,2005-05-22,Uncertain,LKA,CHN
DTC,DTC CN SD,1997-05-30,1999-02-09,Uncertain,SDN,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,CHN
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,CHN
DTC,DTC CN SE,1986-05-16,1987-01-03,Uncertain,SWE,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,CHN
DTC,DTC CH CN,2013-09-25,2014-11-15,Uncertain,CHE,CHN
DTC,DTC CN SY,2010-10-31,2011-09-01,Uncertain,SYR,CHN
DTC,DTC CN TJ,2008-08-27,2009-03-28,Uncertain,TJK,CHN
DTC,DTC CN TH,1986-10-27,1986-12-29,Uncertain,THA,CHN
DTC,DTC CN TT,2003-09-18,2005-05-22,Uncertain,TTO,CHN
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,CHN
DTC,DTC CN TN,2002-04-16,2003-09-23,Uncertain,TUN,CHN
DTC,DTC CN TR,1995-05-23,1997-01-20,Uncertain,TUR,CHN
DTC,DTC CN TM,2009-12-13,2010-05-30,Uncertain,TKM,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,CHN
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,CHN
DTC,DTC CN UG,2012-01-11,,Uncertain,UGA,CHN
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,CHN
DTC,DTC CN UA,1995-12-04,1996-10-18,Uncertain,UKR,CHN
DTC,DTC AE CN,1993-07-01,1994-06-05,Uncertain,ARE,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,CHN
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,CHN
DTC,DTC CN GB,1984-07-26,1984-12-23,Uncertain,GBR,CHN
FATCA,FATCA US CN,,2014-06-30,Automatic,USA,CHN
DTC,DTC CN US,1984-04-30,1986-10-22,Uncertain,USA,CHN
DTC,DTC CN UZ,1996-07-03,1996-07-03,Uncertain,UZB,CHN
DTC,DTC CN VE,2001-04-17,2004-12-23,Uncertain,VEN,CHN
DTC,DTC CN VN,1995-05-17,1996-10-18,Uncertain,VNM,CHN
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,CHN
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,CHN
TIEA,TIEA CN VG,2009-12-07,2010-12-30,On Request,VGB,CHN
DTC,DTC CN ZM,2010-07-26,2011-06-30,Uncertain,ZMB,CHN
DTC,DTC CN ZW,2015-12-01,,Uncertain,ZWE,CHN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,COL
